patient_id,species,admission_date,final_date,status,found_city,found_state,found_county,new_location,stay_length,admit_year,admit_month
2018-1029,CAWR,2018-08-04,2018-08-04,DOA,Boone,NC,Watauga,"WATAUGA COUNTY, NC",0,2018,8
2018-1030,CAWR,2018-08-04,2018-08-31,R,Hendersonville,NC,Henderson,"HENDERSON COUNTY, NC",27,2018,8
2018-1031,CAWR,2018-08-04,2018-08-31,R,Hendersonville,NC,Henderson,"HENDERSON COUNTY, NC",27,2018,8
2018-1137,SYFL,2018-09-01,2018-09-01,D24,Boone,NC,Watauga,"WATAUGA COUNTY, NC",0,2018,9
2018-1032,RODO,2018-08-04,2018-08-29,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",25,2018,8
2018-1033,CEWA,2018-08-04,2018-08-16,D,Weaverville,NC,Buncombe,"BUNCOMBE COUNTY, NC",12,2018,8
2018-1034,MODO,2018-08-04,2018-08-29,R,Brevard,NC,Transylvania,"TRANSYLVANIA COUNTY, NC",25,2018,8
2018-1035,AMCR,2018-08-04,2018-10-19,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",76,2018,8
2018-1036,RTHA,2018-08-04,2018-08-04,EOA,Lenoir,NC,Caldwell,"CALDWELL COUNTY, NC",0,2018,8
2018-1038,REVI,2018-08-07,2018-08-15,E,Morgonton,NC,Burke,"BURKE COUNTY, NC",8,2018,8
2018-1046,RTHA,2018-08-09,2018-08-09,EOA,Spruce Pine,NC,Mitchell,"MITCHELL COUNTY, NC",0,2018,8
2018-1037,HOFI,2018-08-06,2018-11-06,R,Asheville,NC,UNKNOWN,"UNKNOWN COUNTY, NC",92,2018,8
2018-1040,SOSP,2018-08-08,2018-08-29,R,Burnsville,NC,Yancey,"YANCEY COUNTY, NC",21,2018,8
2018-1041,SYFL,2018-08-08,2018-08-08,DOA,Morganton,NC,Burke,"BURKE COUNTY, NC",0,2018,8
2018-1042,COHA,2018-08-08,2018-08-09,D24,Hot Springs,NC,Madison,"MADISON COUNTY, NC",1,2018,8
2018-1043,MODO,2018-08-08,2018-08-08,DOA,Clyde,NC,Haywood,"HAYWOOD COUNTY, NC",0,2018,8
2018-1044,NOCA,2018-08-08,2018-12-21,D,Weaverville,NC,Buncombe,"BUNCOMBE COUNTY, NC",135,2018,8
2018-1045,AMRO,2018-08-08,2018-08-09,D24,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",1,2018,8
2019-0011,LYRU,2019-01-17,2019-03-17,R,Boone,NC,Watauga,"WATAUGA COUNTY, NC",59,2019,1
2018-1047,CHSW,2018-08-09,2018-09-06,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",28,2018,8
2018-1048,AMCR,2018-08-09,2018-08-10,D,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",1,2018,8
2018-1049,TUVU,2018-08-09,2018-09-05,T,Canton,NC,Haywood,"HAYWOOD COUNTY, NC",27,2018,8
2018-1050,RTHA,2018-08-09,2018-08-10,D24,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",1,2018,8
2018-1051,SCJU,2018-08-10,2018-08-11,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",1,2018,8
2018-1052,SYFL,2018-08-10,2018-08-11,D24,Boone,NC,Watauga,"WATAUGA COUNTY, NC",1,2018,8
2018-1061,AMRO,2018-08-11,2018-08-15,E,Jefferson,NC,Ashe,"ASHE COUNTY, NC",4,2018,8
2018-1053,MALL,2018-08-10,2018-08-18,T,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",8,2018,8
2018-1054,BWHA,2018-08-10,2018-08-24,E,Mills River,NC,Henderson,"HENDERSON COUNTY, NC",14,2018,8
2018-1055,MODO,2018-08-10,2018-09-20,R,Newland,NC,Avery,"AVERY COUNTY, NC",41,2018,8
2018-1056,COHA,2018-08-10,2018-08-11,D24,Bill Mountain,NC,Buncombe,"BUNCOMBE COUNTY, NC",1,2018,8
2018-1057,AMRO,2018-08-10,2018-08-12,D,Hendersonville,NC,Henderson,"HENDERSON COUNTY, NC",2,2018,8
2018-1058,GRCA,2018-08-10,2018-09-18,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",39,2018,8
2018-1059,COHA,2018-08-10,2018-08-10,DOA,Swannanoa,NC,Buncombe,"BUNCOMBE COUNTY, NC",0,2018,8
2018-1060,AMRO,2018-08-10,2018-09-28,R,Spruce Pine,NC,Mitchell,"MITCHELL COUNTY, NC",49,2018,8
2018-1371,AMGO,2018-11-23,2019-03-10,D,Boone,NC,Watauga,"WATAUGA COUNTY, NC",107,2018,11
2018-1062,RTHA,2018-08-11,2018-08-12,D24,Taylorsville,NC,Alexander,"ALEXANDER COUNTY, NC",1,2018,8
2018-1063,AMCR,2018-08-12,2018-08-14,D,Banner Elk,NC,Avery,"AVERY COUNTY, NC",2,2018,8
2018-1064,MODO,2018-08-12,2018-11-02,E,Boone,NC,Watauga,"WATAUGA COUNTY, NC",82,2018,8
2018-1065,PELE,2018-08-12,2018-08-12,D24,Charlotte,NC,Mecklenburg,"MECKLENBURG COUNTY, NC",0,2018,8
2018-1189,SCCA,2018-09-10,2018-11-12,R,Indian Trail,NC,Union,"UNION COUNTY, NC",63,2018,9
2018-1066,COHA,2018-08-13,2018-08-14,D24,Arden,NC,Buncombe,"BUNCOMBE COUNTY, NC",1,2018,8
2018-1067,MODO,2018-08-13,2018-08-20,E,Horse Shoe,NC,Henderson,"HENDERSON COUNTY, NC",7,2018,8
2018-1068,ODVI,2018-08-13,2018-08-13,EOA,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",0,2018,8
2018-1070,DIVI,2018-08-15,2018-09-07,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",23,2018,8
2018-1071,MUMU,2018-08-15,2018-08-16,T,Okatie,SC,Union,SC,1,2018,8
2018-1072,CEWA,2018-08-15,2018-08-15,EOA,Lenoir,NC,Caldwell,"CALDWELL COUNTY, NC",0,2018,8
2018-1073,CEWA,2018-08-15,2018-10-26,R,Lenoir,NC,Caldwell,"CALDWELL COUNTY, NC",72,2018,8
2018-1074,CEWA,2018-08-15,2018-09-28,R,Lenoir,NC,Caldwell,"CALDWELL COUNTY, NC",44,2018,8
2018-1293,YBCU,2018-09-28,2019-10-16,E,Linville,NC,Avery,"AVERY COUNTY, NC",383,2018,9
2018-1075,RTHA,2018-08-15,2018-08-16,D24,Newland,NC,Avery,"AVERY COUNTY, NC",1,2018,8
2018-1076,SYFL,2018-08-15,2018-08-16,E24,Newland,NC,Avery,"AVERY COUNTY, NC",1,2018,8
2018-1077,SYFL,2018-08-15,2018-08-16,E24,Newland,NC,Avery,"AVERY COUNTY, NC",1,2018,8
2018-1102,DIVI,2018-08-21,2018-09-05,R,Newland,NC,Avery,"AVERY COUNTY, NC",15,2018,8
2018-1078,BWHA,2018-08-15,2018-08-17,E,Taylorsville,NC,Alexander,"ALEXANDER COUNTY, NC",2,2018,8
2018-1079,TAST,2018-08-16,2018-08-16,D24,Beech Mountain,NC,Avery,"AVERY COUNTY, NC",0,2018,8
2018-1080,MODO,2018-08-16,2018-08-17,D,Banner Elk,NC,Avery,"AVERY COUNTY, NC",1,2018,8
2018-1081,NOMO,2018-08-17,2018-09-28,R,Morganton,NC,Burke,"BURKE COUNTY, NC",42,2018,8
2018-1082,BARS,2018-08-17,2018-08-17,EOA,Morganton,NC,Burke,"BURKE COUNTY, NC",0,2018,8
2018-1083,RTHA,2018-08-17,2018-08-17,D24,Boone,NC,Watauga,"WATAUGA COUNTY, NC",0,2018,8
2018-1084,CHSW,2018-08-17,2018-08-23,R,Conover,NC,Catawba,"CATAWBA COUNTY, NC",6,2018,8
2018-1085,CHSW,2018-08-17,2018-08-23,R,Conover,NC,Catawba,"CATAWBA COUNTY, NC",6,2018,8
2018-1086,SYFL,2018-08-17,2018-08-31,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",14,2018,8
2018-1087,MODO,2018-08-17,2018-09-20,R,Linville,NC,Avery,"AVERY COUNTY, NC",34,2018,8
2018-1088,DIVI,2018-08-17,2018-08-17,D24,Boone,NC,Watauga,"WATAUGA COUNTY, NC",0,2018,8
2018-1089,PUFI,2018-08-17,2018-08-17,D24,Candler,NC,Buncombe,"BUNCOMBE COUNTY, NC",0,2018,8
2018-1090,HOFI,2018-08-17,2018-09-07,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",21,2018,8
2018-1091,NOFL,2018-08-17,2018-08-20,D,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",3,2018,8
2018-1092,AMCR,2018-08-17,2018-10-26,E,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",70,2018,8
2018-1093,CHSP,2018-08-18,2018-08-18,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",0,2018,8
2018-1094,SCCA,2018-08-18,2018-08-19,D24,Valdese,NC,Burke,"BURKE COUNTY, NC",1,2018,8
2018-1095,SCCA,2018-08-18,2018-08-19,D24,Valdese,NC,Burke,"BURKE COUNTY, NC",1,2018,8
2018-1097,SCJU,2018-08-19,2018-08-21,D,Beech Mountain,NC,UNKNOWN,"UNKNOWN COUNTY, NC",2,2018,8
2018-1163,GHOW,2018-09-07,2018-09-08,D24,North Wilkesboro,NC,Wilkes,"WILKES COUNTY, NC",1,2018,9
2018-1096,SYFL,2018-08-18,2018-09-07,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",20,2018,8
2018-1098,SYFL,2018-08-19,2018-08-21,E,Banner Elk,NC,Avery,"AVERY COUNTY, NC",2,2018,8
2018-1099,NOBO,2018-08-20,2018-09-09,D,Elkin,NC,Surry,"SURRY COUNTY, NC",20,2018,8
2018-1100,COHA,2018-08-20,2018-09-06,R,Canton,NC,Haywood,"HAYWOOD COUNTY, NC",17,2018,8
2018-1168,DIVI,2018-09-09,2018-09-17,E,Spruce Pine,NC,Mitchell,"MITCHELL COUNTY, NC",8,2018,9
2018-1101,SYFL,2018-08-20,2018-09-07,R,Morganton,NC,Burke,"BURKE COUNTY, NC",18,2018,8
2018-1103,DIVI,2018-08-21,2018-09-05,R,Newland,NC,Avery,"AVERY COUNTY, NC",15,2018,8
2018-1104,TECA,2018-08-21,2018-08-21,R,Newland,NC,Avery,"AVERY COUNTY, NC",0,2018,8
2018-1105,RTHA,2018-08-21,2018-08-22,D24,Morganton,NC,Burke,"BURKE COUNTY, NC",1,2018,8
2018-1112,COHA,2018-08-24,2018-08-24,E24,Spruce Pine,NC,Mitchell,"MITCHELL COUNTY, NC",0,2018,8
2018-1123,AMCR,2018-08-29,2018-08-29,D24,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",0,2018,8
2018-1106,SOSP,2018-08-21,2018-08-21,D24,Morganton,NC,Burke,"BURKE COUNTY, NC",0,2018,8
2018-1107,RTHA,2018-08-22,2018-08-25,D,Ferguson,NC,Wilkes,"WILKES COUNTY, NC",3,2018,8
2018-1108,AMCR,2018-08-22,2018-08-23,D24,Swannanoa,NC,Buncombe,"BUNCOMBE COUNTY, NC",1,2018,8
2018-1109,DIVI,2018-08-23,2018-10-05,R,Roan Mtn.,TN,UNKNOWN,TN,43,2018,8
2018-1111,BWHA,2018-08-24,2018-10-08,R,newdale,NC,UNKNOWN,"UNKNOWN COUNTY, NC",45,2018,8
2018-1114,COHA,2018-08-25,2018-08-25,D24,Lenoir,NC,Caldwell,"CALDWELL COUNTY, NC",0,2018,8
2018-1115,AMGO,2018-08-25,2018-08-27,D,Morganton,NC,Burke,"BURKE COUNTY, NC",2,2018,8
2018-1116,RTHU,2018-08-26,2018-09-07,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",12,2018,8
2018-1117,CAGO,2018-08-26,2018-08-29,T,Beech Mtn,NC,Avery,"AVERY COUNTY, NC",3,2018,8
2018-1118,RTHA,2018-08-26,2018-08-27,E24,Blowing Rock,NC,Watauga,"WATAUGA COUNTY, NC",1,2018,8
2018-1119,CAWR,2018-08-26,2018-08-27,D24,Newland,NC,Avery,"AVERY COUNTY, NC",1,2018,8
2018-1120,AMRO,2018-08-26,2018-09-28,R,Bishopville,SC,UNKNOWN,SC,33,2018,8
2018-1121,AMKE,2018-08-31,2022-12-26,D,colorado,CO,UNKNOWN,OTHER,1578,2018,8
2018-1122,BWHA,2018-08-27,2018-08-27,D,Black Mountain,NC,Buncombe,"BUNCOMBE COUNTY, NC",0,2018,8
2018-1124,PEDU,2018-08-29,2018-08-29,T,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",0,2018,8
2018-1125,SCCA,2018-08-29,2018-09-29,D,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",31,2018,8
2018-1126,SCCA,2018-08-29,2018-09-28,D,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",30,2018,8
2018-1127,SCCA,2018-08-29,2018-09-25,D,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",27,2018,8
2018-1128,GLVO,2018-08-29,2018-11-08,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",71,2018,8
2018-1129,GLVO,2018-08-29,2018-11-08,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",71,2018,8
2018-1130,GLVO,2018-08-29,2018-11-08,R,Ashevillle,NC,Buncombe,"BUNCOMBE COUNTY, NC",71,2018,8
2018-1131,GLVO,2018-08-29,2018-11-08,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",71,2018,8
2018-1132,PIWO,2018-08-29,2018-10-18,R,Whittier,NC,Jackson,"JACKSON COUNTY, NC",50,2018,8
2018-1133,CAGO,2018-08-29,2018-08-31,R,Black Mountain,NC,Buncombe,"BUNCOMBE COUNTY, NC",2,2018,8
2018-1134,AMRO,2018-08-29,2018-09-28,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",30,2018,8
2018-1135,CEWA,2018-08-29,2019-03-17,D,Banner Elk,NC,Avery,"AVERY COUNTY, NC",200,2018,8
2018-1136,COHA,2018-08-31,2018-09-14,E,Newland,NC,Avery,"AVERY COUNTY, NC",14,2018,8
2018-1138,GLVO,2018-09-01,2018-11-08,R,Blowing Rock,NC,Watauga,"WATAUGA COUNTY, NC",68,2018,9
2018-1139,GLVO,2018-09-01,2018-10-01,D,Blowing Rock,NC,Watauga,"WATAUGA COUNTY, NC",30,2018,9
2018-1140,SCCA,2018-09-01,2018-09-23,D,Taylorsville,NC,Alexander,"ALEXANDER COUNTY, NC",22,2018,9
2018-1141,SCCA,2018-09-01,2019-04-01,D,Taylorsville,NC,Alexander,"ALEXANDER COUNTY, NC",212,2018,9
2018-1142,SCCA,2018-09-01,2019-04-01,D,Taylorsville,NC,Alexander,"ALEXANDER COUNTY, NC",212,2018,9
2018-1143,SCCA,2018-09-01,2018-09-11,D24,Taylorsville,NC,Alexander,"ALEXANDER COUNTY, NC",10,2018,9
2018-1144,SCCA,2018-09-01,2018-10-03,R,Taylorsville,NC,Alexander,"ALEXANDER COUNTY, NC",32,2018,9
2018-1145,SCCA,2018-09-01,2018-10-03,R,Taylorsville,NC,Alexander,"ALEXANDER COUNTY, NC",32,2018,9
2018-1358,PELE,2018-11-08,2018-11-21,R,Newland,NC,Avery,"AVERY COUNTY, NC",13,2018,11
2018-1146,TAHU,2018-09-01,2018-09-02,D24,Greensboro,NC,Caswell,"CASWELL COUNTY, NC",1,2018,9
2018-1147,SYFL,2018-09-02,2018-09-12,E,Bakersville,NC,Mitchell,"MITCHELL COUNTY, NC",10,2018,9
2018-1148,SCCA,2018-09-03,2018-09-04,D24,West Jefferson,NC,Ashe,"ASHE COUNTY, NC",1,2018,9
2018-1149,RTHA,2018-09-03,2018-09-04,D24,Newland,NC,Avery,"AVERY COUNTY, NC",1,2018,9
2018-1150,CONI,2018-09-03,2018-09-28,R,Durham,NC,Durham,"DURHAM COUNTY, NC",25,2018,9
2018-1151,MODO,2018-09-03,2018-10-17,R,Durham,NC,Durham,"DURHAM COUNTY, NC",44,2018,9
2018-1152,MODO,2018-09-03,2018-09-28,R,Durham,NC,Durham,"DURHAM COUNTY, NC",25,2018,9
2018-1223,MODO,2018-09-17,2018-10-17,R,Banner Elk,NC,UNKNOWN,"UNKNOWN COUNTY, NC",30,2018,9
2018-1153,ODVI,2018-09-03,2018-09-04,D24,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",1,2018,9
2018-1154,SCCA,2018-09-04,2018-09-05,D,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",1,2018,9
2018-1155,SYFL,2018-09-04,2018-09-20,R,Elk Park,NC,Avery,"AVERY COUNTY, NC",16,2018,9
2018-1156,SYFL,2018-09-04,2018-09-20,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",16,2018,9
2018-1157,SYFL,2018-09-04,2018-09-20,R,Elk Park,NC,Avery,"AVERY COUNTY, NC",16,2018,9
2018-1268,NOCA,2018-09-20,2019-01-01,R,Hickory,NC,Catawba,"CATAWBA COUNTY, NC",103,2018,9
2018-1158,BWHA,2018-09-05,2018-09-05,E24,Burnsville,NC,Yancey,"YANCEY COUNTY, NC",0,2018,9
2018-1160,PEDU,2018-09-05,2018-09-21,R,Forest City,NC,Rutherford,"RUTHERFORD COUNTY, NC",16,2018,9
2018-1161,MODO,2018-09-05,2018-09-08,D,Blowing Rock,NC,Watauga,"WATAUGA COUNTY, NC",3,2018,9
2018-1162,TAST,2018-09-06,2018-09-06,D24,Spruce Pine,NC,Mitchell,"MITCHELL COUNTY, NC",0,2018,9
2018-1164,SOSP,2018-09-07,2018-09-09,D,Morganton,NC,Burke,"BURKE COUNTY, NC",2,2018,9
2018-1165,TAHU,2018-09-07,2019-03-08,ESC,Banner Elk,NC,Avery,"AVERY COUNTY, NC",182,2018,9
2018-1166,SCCA,2018-09-08,2018-09-08,D24,Spruce Pine,NC,Mitchell,"MITCHELL COUNTY, NC",0,2018,9
2018-1167,SYFL,2018-09-08,2018-09-09,D,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",1,2018,9
2018-1308,COYE,2018-10-04,2018-11-03,D,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",30,2018,10
2018-1218,AMGO,2018-09-14,2018-09-19,T,Beech Mountain,NC,UNKNOWN,"UNKNOWN COUNTY, NC",5,2018,9
2018-1169,SYFL,2018-09-09,2018-09-17,R,Boone,NC,Watauga,"WATAUGA COUNTY, NC",8,2018,9
2018-1170,SYFL,2018-09-09,2018-09-17,R,Boone,NC,Watauga,"WATAUGA COUNTY, NC",8,2018,9
2018-1171,RANO,2018-09-09,2018-09-11,D,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",2,2018,9
2018-1172,RANO,2018-09-09,2018-09-12,D,Banner Elk,NC,Avery,"AVERY COUNTY, NC",3,2018,9
2018-1173,RANO,2018-09-09,2018-09-10,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",1,2018,9
2018-1174,RANO,2018-09-09,2018-09-11,D,Banner Elk,NC,Avery,"AVERY COUNTY, NC",2,2018,9
2018-1175,RANO,2018-09-09,2018-09-10,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",1,2018,9
2018-1176,RANO,2018-09-09,2018-09-10,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",1,2018,9
2018-1177,RANO,2018-09-09,2018-09-10,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",1,2018,9
2018-1210,RTHA,2018-09-11,2019-02-09,R,Maggie Valley,NC,Haywood,"HAYWOOD COUNTY, NC",151,2018,9
2018-1182,SCCA,2018-09-10,2018-11-12,R,Hendersonville,NC,Henderson,"HENDERSON COUNTY, NC",63,2018,9
2018-1178,GBHE,2018-09-10,2018-09-10,E24,Roan Mountain,TN,UNKNOWN,TN,0,2018,9
2018-1179,SCCA,2018-09-10,2018-11-12,R,Burnsville,NC,Yancey,"YANCEY COUNTY, NC",63,2018,9
2018-1180,SCCA,2018-09-10,2018-11-12,R,Burnsville,NC,Yancey,"YANCEY COUNTY, NC",63,2018,9
2018-1181,SCCA,2018-09-10,2018-11-12,R,Burnsville,NC,Yancey,"YANCEY COUNTY, NC",63,2018,9
2018-1183,SCCA,2018-09-10,2018-11-12,R,Hendersonville,NC,Henderson,"HENDERSON COUNTY, NC",63,2018,9
2018-1184,SCCA,2018-09-10,2018-11-12,R,Hendersonville,NC,Henderson,"HENDERSON COUNTY, NC",63,2018,9
2018-1185,SCCA,2018-09-10,2018-09-21,D,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",11,2018,9
2018-1186,SCCA,2018-09-10,2018-10-08,T,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",28,2018,9
2018-1187,SCCA,2018-09-10,2018-11-12,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",63,2018,9
2018-1188,SCCA,2018-09-10,2018-09-10,D24,Bakersville,NC,Mitchell,"MITCHELL COUNTY, NC",0,2018,9
2018-1190,SCCA,2018-09-10,2018-09-24,E,Indian Trail,NC,Union,"UNION COUNTY, NC",14,2018,9
2018-1191,SCCA,2018-09-10,2018-10-03,R,Indian Trail,NC,Union,"UNION COUNTY, NC",23,2018,9
2018-1192,SCCA,2018-09-10,2018-10-03,R,Indian Trail,NC,Union,"UNION COUNTY, NC",23,2018,9
2018-1193,SCCA,2018-09-10,2018-10-03,R,Indian Trail,NC,Union,"UNION COUNTY, NC",23,2018,9
2018-1194,SCCA,2018-09-10,2018-10-03,R,Indian Trail,NC,Union,"UNION COUNTY, NC",23,2018,9
2018-1195,SCCA,2018-09-10,2018-10-03,R,Indian Trail,NC,Union,"UNION COUNTY, NC",23,2018,9
2018-1196,SCCA,2018-09-10,2018-10-03,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",23,2018,9
2018-1197,SCCA,2018-09-10,2018-10-03,R,Indian Trail,NC,Union,"UNION COUNTY, NC",23,2018,9
2018-1198,SCCA,2018-09-10,2018-10-03,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",23,2018,9
2018-1199,SCCA,2018-09-10,2018-10-03,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",23,2018,9
2018-1200,SCCA,2018-09-10,2018-10-03,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",23,2018,9
2018-1201,SCCA,2018-09-10,2018-10-03,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",23,2018,9
2018-1203,BDOW,2018-09-11,2018-11-05,R,Morganton,NC,Burke,"BURKE COUNTY, NC",55,2018,9
2018-1302,PELE,2018-10-03,2018-10-08,R,Boone,NC,Watauga,"WATAUGA COUNTY, NC",5,2018,10
2018-1204,SCCA,2018-09-11,2018-10-24,T,Morganton,NC,Burke,"BURKE COUNTY, NC",43,2018,9
2018-1205,SCCA,2018-09-11,2019-03-02,R,Morganton,NC,Burke,"BURKE COUNTY, NC",172,2018,9
2018-1206,SCCA,2018-09-11,2018-12-25,D,Morganton,NC,Burke,"BURKE COUNTY, NC",105,2018,9
2018-1207,MODO,2018-09-11,2018-09-28,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",17,2018,9
2018-1208,TAST,2018-09-11,2018-09-17,R,Spruce Pine,NC,Mitchell,"MITCHELL COUNTY, NC",6,2018,9
2018-1209,CEWA,2018-09-19,2019-04-05,D,Nebo,NC,Mcdowell,"MCDOWELL COUNTY, NC",198,2018,9
2018-1211,SYFL,2018-09-11,2018-09-17,R,Boone,NC,Watauga,"WATAUGA COUNTY, NC",6,2018,9
2018-1212,TAST,2018-09-11,2018-09-19,R,Linville,NC,Avery,"AVERY COUNTY, NC",8,2018,9
2018-1213,TAHU,2018-09-12,2018-09-13,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",1,2018,9
2018-1214,TAHU,2018-09-12,2018-09-13,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",1,2018,9
2018-1215,SCCA,2018-09-13,2018-10-08,T,Hamptonville,NC,Yadkin,"YADKIN COUNTY, NC",25,2018,9
2018-1216,AMGO,2018-09-13,2018-09-13,EOA,Boone,NC,Watauga,"WATAUGA COUNTY, NC",0,2018,9
2018-1217,ABDU,2018-09-14,2018-09-14,EOA,Boone,NC,Watauga,"WATAUGA COUNTY, NC",0,2018,9
2018-1219,MODO,2018-09-14,2018-10-17,R,Lenoir,NC,Caldwell,"CALDWELL COUNTY, NC",33,2018,9
2018-1220,SCCA,2018-09-16,2018-09-16,D24,Lenoir,NC,Caldwell,"CALDWELL COUNTY, NC",0,2018,9
2018-1221,BUAM,2018-09-17,2018-09-17,DOA,Banner Elk,NC,Avery,"AVERY COUNTY, NC",0,2018,9
2018-1222,GLVO,2018-09-17,2018-11-08,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",52,2018,9
2018-1224,DIVI,2018-09-18,2018-09-19,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",1,2018,9
2018-1225,MODO,2018-09-18,2018-10-17,R,Linville,NC,Avery,"AVERY COUNTY, NC",29,2018,9
2018-1226,SYFL,2018-09-18,2018-09-19,D24,Newland,NC,Avery,"AVERY COUNTY, NC",1,2018,9
2018-1227,CONI,2018-09-18,2018-10-05,R,Hendersonville,NC,Henderson,"HENDERSON COUNTY, NC",17,2018,9
2018-1228,SYFL,2018-09-18,2018-09-28,R,Hendersonville,NC,Henderson,"HENDERSON COUNTY, NC",10,2018,9
2018-1229,RUGR,2018-09-18,2018-10-24,E,Spruce Pine,NC,Mitchell,"MITCHELL COUNTY, NC",36,2018,9
2018-1270,TECA,2018-09-21,2018-09-27,R,Morganton,NC,Burke,"BURKE COUNTY, NC",6,2018,9
2018-1230,SCCA,2018-09-19,2018-09-20,D24,Vilas,NC,Watauga,"WATAUGA COUNTY, NC",1,2018,9
2018-1231,MODO,2018-09-19,2018-11-07,R,Indian Trail,NC,Union,"UNION COUNTY, NC",49,2018,9
2018-1232,MODO,2018-09-19,2018-09-20,D24,Indian Trail,NC,Union,"UNION COUNTY, NC",1,2018,9
2018-1233,MODO,2018-09-19,2018-10-17,D,Indian Trail,NC,Union,"UNION COUNTY, NC",28,2018,9
2018-1234,MODO,2018-09-19,2018-11-07,R,Indian Trail,NC,Union,"UNION COUNTY, NC",49,2018,9
2018-1235,MODO,2018-09-19,2018-10-17,R,Indian Trail,NC,Union,"UNION COUNTY, NC",28,2018,9
2018-1236,MODO,2018-09-19,2018-10-17,R,Indian Trail,NC,Union,"UNION COUNTY, NC",28,2018,9
2018-1237,MODO,2018-09-19,2018-10-17,R,Indian Trail,NC,Union,"UNION COUNTY, NC",28,2018,9
2018-1238,SCCA,2018-09-19,2018-10-24,T,Indian Trail,NC,Union,"UNION COUNTY, NC",35,2018,9
2018-1239,SCCA,2018-09-19,2018-10-24,T,Indian Trail,NC,Union,"UNION COUNTY, NC",35,2018,9
2018-1240,MODO,2018-09-19,2018-10-17,R,Indian Trail,NC,Union,"UNION COUNTY, NC",28,2018,9
2018-1241,MODO,2018-09-19,2018-09-21,E,Indian Trail,NC,Union,"UNION COUNTY, NC",2,2018,9
2018-1242,MODO,2018-09-19,2018-10-17,R,Indian Trail,NC,Union,"UNION COUNTY, NC",28,2018,9
2018-1243,MODO,2018-09-19,2018-10-17,D,Indian Trail,NC,Union,"UNION COUNTY, NC",28,2018,9
2018-1244,MODO,2018-09-19,2018-10-14,D,Indian Trail,NC,Union,"UNION COUNTY, NC",25,2018,9
2018-1245,MODO,2018-09-19,2018-10-17,R,Indian Trail,NC,Union,"UNION COUNTY, NC",28,2018,9
2018-1246,SCCA,2018-09-19,2018-11-12,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",54,2018,9
2018-1247,SCCA,2018-09-19,2018-11-12,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",54,2018,9
